CONTENT,SCORE,THUMBSUPCOUNT,REVIEWCREATEDVERSION,AT
"ALEXA BEM RUIM DEPOIS DAS ATUALIZACOES, NAO ACEITA MAIS COMANDOS VIA CELULAR, AS RADIOS ARMAZENADA NAS SKIL NAO FUNCIONA SO FUNCIONA QUANDO FALA NA PROPRIA ALEXA, CONTINUA RUIM NEM PELO CELULAR CONSIGO LIGAR AS TOMADAS E BOCAIS DE LAMPADAS...",3,2,2.2.438005.0,2021-12-22 08:27:52
APLICATIVO LENTO,3,0,2.2.438005.0,2021-12-21 19:31:16
"APLICATIVO MUITO BOM,POREM MEU ECHO DOT SO ESPANHOL, REMOVER O PORTUGUES BRASIL NAO VAI ME FAZER COMPRAR OUTROS ECHO OU NOVOS PRODUTOS, TEMOS OUTRAS OPCOES FEITAS PARA BRASILEIROS...",3,0,2.2.438005.0,2021-12-21 09:46:04
AINDA NECESSITA DE MELHORIAS E MAIS RECURSOS. NO GERAL ESTA SATISFATORIO.,3,0,2.2.438005.0,2021-12-21 00:49:24
UM POUCO CONFUSO NO INICIO,3,0,2.2.438005.0,2021-12-19 21:18:24
O APLICATIVO E CONFUSO.,3,0,2.2.438005.0,2021-12-19 14:43:22
A UNICA COISA RUIM DESSE APP E TENHO QUE FICAR CHAMANDO A ASSISTENTE ATRAVES DO TOUCH. EM CONTRAPARTIDA A ASSISTENTE DO GOOGLE E ACIONADA PELO SOM DA MINHA VOZ. EXISTE ALGUMA ATUALIZACAO PARA ESSE APP QUE ME POSSIBILITE USA-LO SEM QUE EU TENHA QUE PRESSIONAR A TELA DO CELULAR?,3,3,2.2.438005.0,2021-12-18 12:15:52
SO FALTA MESMO A LINGUAGEM PORTUGUESA DE PORTUGAL,3,0,2.2.438005.0,2021-12-18 09:55:28
"A ECHO DOT E MUITO FUNCIONAL, POREM NAO SE PODE DIZER O MESMO DO APP QUE APESAR DE COMPLETO TEM VARIOS BUGS, BAIXO DESEMPENHO E INTERFACE POLUIDA E CONFUSA. EXISTEM PONTOS A SEREM MELHORADOS.",3,1,2.2.438005.0,2021-12-18 02:15:56
EU JA NAO CONSIGO MAIS USAR O OK GOOGLE. USO SO ALEXA. MAS E MUITO CHATO FICAR CONECTANDO SKILLS ATE PARA O QUE E DA PROPRIA AMAZON.,3,1,2.2.438005.0,2021-12-17 19:16:59
"APP BACANA, COM VARIAS OPCOES... POREM, MUITO LENTO",3,0,2.2.438005.0,2021-12-17 16:12:22
PODERIA SER MAIS PRATICO,3,0,2.2.438005.0,2021-12-17 13:55:19
MUITO LENTO,3,0,2.2.438005.0,2021-12-17 09:07:49
PRECISA MELHORAR A COMUNICACAO,3,0,2.2.438005.0,2021-12-16 21:57:47
"NAO SEI PQ HORA CONSIGO LIGAR E DESLIGAR O AR-CONDICIONADO E APARECE PARA EU FALAR COM A ALEXA, E HORA SOME TUDO NAO CONSIGO NADA",3,0,2.2.438005.0,2021-12-16 20:49:57
"ELA ESTA CONFUNDINDO COMODOS COM DISPOSITIVOS, EU TENHO UMA LUZ NO CORREDOR E SE MANDO ELA DESLIGAR A LUZ DO CORREDOR ELA DIZ QUE EXISTEM DOIS DISPOSITIVOS, CORREDOR E LUZ DO CORREDOR.",3,7,2.2.438005.0,2021-12-16 19:53:47
"URGENTE A ALEXA FALAR PORTUGUES DE PORTUGAL, PODE SER UMA AJUDA MUITO UTIL PARA PESSOAS DE IDADE E PESSOAS COM DEFICIENCIA. AGUARDO POR UMA REPOSTA RAPIDA !!",3,0,2.2.438005.0,2021-12-16 16:12:02
MUITO LENTO NO CELULAR,3,0,2.2.438005.0,2021-12-16 12:11:42
"O APLICATIVO TRAVA MINHA INTERNET, POR ISSO 03",3,0,2.2.438005.0,2021-12-16 10:48:11
FALTA INTEGRACAO COM YOUTUBE MUSIC,3,0,2.2.438005.0,2021-12-16 07:15:44
NO ANDROID O APP E MUITO LENTO,3,0,2.2.438005.0,2021-12-15 21:35:55
"E MUITO BOM MAS PODE MELHORAR AINDA MAIS, COMO POR EXEMPLO HABILITAR PERGUNTAS CONTINUAS E ELA RESPONDER SEM TER QUE DIZER REPETIDAMENTE ALEXA ANTES DE CADA PERGUNTA.",3,0,2.2.438005.0,2021-12-15 18:49:49
"APESAR DE SER BOM, PRECISA SER MAIS INTERATIVO... MAIOR FACILIDADE...",3,0,2.2.438005.0,2021-12-14 20:37:27
AINDA FALTAM MUITAS FUNCOES,3,0,2.2.438005.0,2021-12-14 17:22:48
BOM,3,0,2.2.438005.0,2021-12-14 16:18:08
ELA TEM DIFICULDADE PARA ENTENDER,3,0,2.2.438005.0,2021-12-14 09:31:33
AS DIRECOES PARA EXECUTAR ACOES SAO UM POUCO CONFUSAS,3,0,2.2.438005.0,2021-12-13 21:57:03
"NAO E TAO PRECISA ASSIM, TEM MUITAS FALHAS.",3,0,2.2.438005.0,2021-12-13 20:39:43
POUCO INTUITIVO,3,0,2.2.438005.0,2021-12-13 19:31:49
"TEM TUDO PARA SER FANTASTICO, POREM O APLICATIVO E LENTO... DEMORA A RESPONDER.",3,0,2.2.438005.0,2021-12-13 10:49:19
BOM,3,0,2.2.438005.0,2021-12-12 23:26:34
EEE..,3,0,2.2.438005.0,2021-12-12 22:47:23
NOVO FEEDBACK VAMOS LA: HOJE : 3 ECHO DOT 3GERACAO 1 ECHO SHOW 8 1 INFRAVERMELHO PARA AS 2 TVS 1 SMART TV COM ALEXA INTEGRADA 1 SONOFF RF ( COLOQUEI EM UMA FECHADURA ELETRICA COMUM COM UM INTERRUPTOR DE CAMPAINHA) 1 SONOFF MINI 1 VALVULA SOLENOIDE LIGADA COM 1 SONOFF MINI PRA AGOAR O JARDIM 2 SONOFF MINI DESLIGADOS ( VENTILADOR/ CAFETEIRA 1 INTERRUPTOR 2 BOTOES 1 INTERRUPTOR 3 BOTOES 1 INTERRUPTOR 4 BOTOES MUITOS BUGS QUANDO CAI A INTERNET OU FALTA DE ENERGIA POR ISSO NOTA 5 DE 10,3,0,2.2.438005.0,2021-12-12 11:24:29
COMPLICADO ENTENDER,3,0,2.2.438005.0,2021-12-12 00:47:26
APLICACAO MEIO EM PORTUGUES DE PORTUGAL E MEIO INGLES. PODIA TER UMA OPCAO PARA TRANSFERIR TODAS AS ROTINAS DE UMA SO VEZ PARA OUTRO UTILIZADOR FAMILIA. E PENA A ALEXA AINDA NAO FALAR PORTUGUES DE PORTUGAL. ESTOU A TENTAR DESENVOLVER UMA SKILL PARA A ALEXA UTILIZAR A MINHA SMART TV PARA VISUALIZAR CONTEUDOS DO YOUTUBE E FAZER VIDEO CHAMADAS. EXISTEM PROBLEMAS DE SINCRONIZACAO COM AS SKILLS COMO O SMART LIFE E O MAGIC HOME. OS SWITCH DE PERSIANAS SO APARECEM DEPOIS DE ABRIR O DESPORTIVO UM A UM.,3,20,2.2.438005.0,2021-12-11 15:17:09
AINDA FALTA FALAR PT-PT,3,0,2.2.436689.0,2021-12-10 08:36:56
RAZOAVEL,3,13,2.2.361946.0,2021-12-10 07:55:51
FALTA MAS DISTANCIA DE VOZ AS VEZES ELA FALHA BASTE POR FALTA DE COMUNICACAO,3,0,2.2.438005.0,2021-12-09 21:12:23
NAO CONSEGUI CRIAR UM PERFIL DE VOZ! APARECE QUE TEVE UM PROBLEMA COM A CONEXAO.,3,0,2.2.436689.0,2021-12-09 18:43:51
APLICATIVO MUITO LENTO. TRAVA TODA HORA.,3,0,2.2.438005.0,2021-12-09 18:09:19
BEM BOM,3,0,2.2.438005.0,2021-12-09 16:06:23
"DEPOIS DA ULTIMA ATUALIZACAO, O ECHO DOT NAO RECONHECE A REDE E COM ISSO NAO TEM MAIS FUNCAO. VERIFICAR URGENTE ESSE PROBLEMA.",3,0,2.2.438005.0,2021-12-09 12:25:24
SO ACHO QUE DEVERIA ESTAR EM PORTUGUES,3,0,2.2.438005.0,2021-12-08 21:32:05
ELA NAO ENCONTRA COISAS QUE AS VEZES ELA JA HAVIA ENCONTRADO ANTES,3,0,2.2.436689.0,2021-12-08 19:48:07
"AO MENOS COMIGO, VEM TRAVANDO MUITO E NAO RECONHECE BEM A FALA, DIFERENTEMENTE DO ASSISTENTE DO GOOGLE",3,0,2.2.436689.0,2021-12-08 19:02:20
POR MAIS Q CONFIGURE A LOCALIZACAO E A TV ELA NAO FUNCIONA,3,0,2.2.436689.0,2021-12-08 16:25:30
A APP AINDA ESTA MUITO LENTA,3,0,2.2.436689.0,2021-12-08 09:19:52
"ALEXA E OTIMO, MAS A DISTRIBUICAO DE FUNCIONALIDADES E OPCOES EM TELA E MUITO CONFUSO.",3,1,2.2.438005.0,2021-12-08 07:38:43
O APLICATIVO TEM QUE MELHORAR MUITO EM QUESTAO DE ESTABILIDADE E O USO CORRETO DE TELAS QUANDO SE USA O BOTAO VOLTAR.,3,0,2.2.436689.0,2021-12-07 21:49:27
NAO VINCULA SPOTIFY,3,0,2.2.436689.0,2021-12-07 21:36:21
"AS SKILLS NAO FUNCIONAM, QUANTO TEMPO A AMAZON VAI PRECISAR PRA CONSERTAR? VERGONHA ISSO. SKILLS DON'T WORK, HOW LONG WILL AMAZON NEED TO FIX? SHAME THAT",3,1,2.2.438005.0,2021-12-07 20:33:33
SERVICOS ALEXA COM OS SERVIDORES I2GO HOME SEM FUNCIONAR O QUE HOUVE ?,3,0,2.2.436689.0,2021-12-07 19:32:20
"APLICATIVO MUITO BOM, POREM ESTA COM EXTREMA LENTIDAO. ISSO E O SUFICIENTE PRA CAIR DE 5 PRA 3 ESTRELAS",3,0,2.2.436689.0,2021-12-07 19:11:51
HOJE 07/12 O SISTEMA COMO TODO DA ALEXA DEIXOU DE FUNCIONAR!!,3,0,2.2.436689.0,2021-12-07 19:10:16
QUANDO A BASE DE DADOS NA NUVEM NAO PARA DE RESPONDER E LEGAL. DE VEZ EM QUANDO ELA NAO RECONHECE NADA EM CASA APESAR DE ESTAR FUNCIONANDO NO APLICATIVO SMART LIFE. DAI QUANDO ABRE NO APLICATIVO DA AMAZON (ALEXA) AS SKILLS NAO CARREGAM. POR ISSO ELA NAO RECONHECE MAIS OS COMANDOS DE VOZ.,3,1,2.2.436689.0,2021-12-07 19:04:37
"APLICATIVO ERA EXCELENTE, MAS ULTIMAMENTE ESTA APRESENTANDO MUITA FALHA DE CONEXAO E SUAS SKILLS COM MUITOS PROBLEMAS, ASSIM AS ECHOS ACABAM PERDENDO SUA PRINCIPAL UTILIDADE, QUE SERIA A CONECTIVIDADE COM OUTROS APARELHOS.",3,2,2.2.436689.0,2021-12-07 18:55:13
ESTA DANDO ERROS DE CONECTIVIDADE OS O APARELHOS FALA QUE NAO ESTA ENCONTRANDO AS MUSICAS DO SPOTFY NAO LIGA E NEM DESLIGA MAS A TV ENTRE OUTROS PROBLEMAS QUE TA APRESENTANDO... POR FAVOR CORRIJAM OS ERROS,3,1,2.2.436689.0,2021-12-07 18:41:35
MINHA TV LG NAO SE CONECTAR COM A ALEXA,3,0,2.2.438005.0,2021-12-07 17:55:46
"IA BEM,MAS AGORA TIVE PROBLEMAS",3,0,2.2.436689.0,2021-12-07 17:40:03
"APP MUITO BUGADO, AS INTEGRACAO SEMPRE FALHAM NA HORA DE CONECTAR E SIMPLESMENTE NAO CONSIGO VINCULAR MINHA CONTA DO SPOTIFY PORQUE O BOTAO NAO ESTA CLICAVEL",3,3,2.2.438005.0,2021-12-07 17:17:12
"NAO ESTA FUNCIONANDO NO MOMENTO, VOLTANDO A FUNCIONAR AVALIO MELHOR.",3,0,2.2.436689.0,2021-12-07 15:50:39
APLICATIVO TRAVADO. ULTIMAMENTE A MINHA ALEXA DEIXOU DE RECONHECER A MINHA CONTA DO SPOTIFY,3,0,2.2.436689.0,2021-12-07 14:49:00
PODIA ENCHER NO CELULAR SEM PRECISAR ENTRAR NO APP DA ALEXA,3,0,2.2.438005.0,2021-12-06 15:45:51
JA ERA TEMPO DE TER TUDO EM PORTUGUES!,3,0,2.2.436689.0,2021-12-06 14:50:06
NAO POSSO ADICIONAR O YOUTUBE NO APLICATIVO.,3,0,2.2.436689.0,2021-12-06 14:14:22
"NAO CONSIGO TER A APP EM PORTUGUES! HA ALGUMA FORMA DE OBTER A APP EM VEZ DE ESTAR TUDO ESCRITO EM INGLES, PARA PORTUGUES? OBRIGADO",3,0,2.2.436689.0,2021-12-06 08:04:43
PODE MELHORAR MAIS,3,0,2.2.436689.0,2021-12-05 19:37:06
E MEIO COMPLICADINHO DE INICIO MAIS EU ACHO QUE APRENDO,3,0,2.2.436689.0,2021-12-05 19:07:43
"A USABILIDADE NAO E BOA, O APP DEMORA A RESPONDER E TRAVA MUITO. O APARELHO E OTIMO, SO O APP QUE DEIXA A DESEJAR.",3,0,2.2.436689.0,2021-12-04 14:30:38
ESTOU APRENDENDO,3,0,2.2.436689.0,2021-12-04 09:32:03
APP LENTO E COM TRAVAMENTOS CONSTANTES.,3,0,2.2.436689.0,2021-12-04 08:17:52
AGUARDANDO MODO GUARDIAO,3,0,2.2.436689.0,2021-12-03 22:26:26
INTERFACE POUCO INTUITIVA,3,0,2.2.436689.0,2021-12-03 20:38:30
O APP E BOM MAIS FALTA A OPCAO DE ALEXA RECEBER COMANDO DE VOZ COM A TELA DO CELULAR BLOQUEADA..,3,0,2.2.436689.0,2021-12-03 12:40:40
BOM,3,0,2.2.436689.0,2021-12-03 09:28:52
"DURANTE A LEITURA DE LIVROS, ALEXA FICA REPETINDO O CAPITULO ATUALAO INVES DE PROSSEGUIR PARA O PROXIMO CAPITULO",3,0,2.2.435197.0,2021-12-02 22:48:41
MUITO LENTO NO MEU SMARTPHONE SAMSUNG A30S,3,0,2.2.436689.0,2021-12-02 21:11:39
"A VEZES, LENTO.",3,0,2.2.436689.0,2021-12-02 20:04:32
MUITO CONFUSO,3,0,2.2.436689.0,2021-12-02 12:08:09
ESTOU NOTANDO MUTAS FALHAS NO APP,3,0,2.2.436689.0,2021-11-30 21:52:55
PODERIA TER MAIS OPCOES,3,0,2.2.436689.0,2021-11-30 17:41:07
"VOU DA 3 ESTRELAS , ESTOU AMANDO A EXPERIENCIA COM O APP. VOLTO A AVALIZAR QUANDO PASSAR MAIS TEMPO CURTINDO O APP.",3,0,2.2.436689.0,2021-11-30 12:27:19
MUITO BOM.,3,0,2.2.436689.0,2021-11-30 09:03:25
AINDA ESTOU TESTANDO..,3,0,2.2.436689.0,2021-11-29 05:43:46
O APLICATIVO E MUITO BOM. MAS E MUITO COMPLICADO DE MEXER,3,0,2.2.436689.0,2021-11-29 02:45:01
"NAO APARECE A OPCAO PARA CONTROLE REMOTO POR CAMERA. NAS CONFIGURACOES, NAO APARECE O ITEM ""CAMERA"".",3,0,2.2.436689.0,2021-11-28 23:03:17
FALTA SKILL USAR UMA ECHO SHOW COMO RETRATO DIGITAL COM FOTOS DO GOOGLE PHOTOS OU MESMO UM ALBUM NO ARMAZENAMENTO INTERNO. PARECE QUE PRODUTOS AMAZON NAO QUEREM INTEGRAR COM NADA DA GOOGLE E ISSO E RUIM.,3,0,2.2.436689.0,2021-11-28 22:02:43
"MUITO BOM, MAS, MUITO LENTO AO TROCAR FUNCOES E SKILLS. AO CLICAR DEMORA MUITO PARA EXECUTAR A FUNCAO. PRECISA MELHORAR O DESEMPENHO.",3,1,2.2.436689.0,2021-11-28 20:07:15
"APP FUNCIONA DE MANEIRA RAZOAVEL, NAS DEMORA A CARREGAR ALGUMAS TELAS.",3,1,2.2.436689.0,2021-11-28 19:50:04
"APLICATIVO NAO ESTA PERMITINDO INSERIR ENDERECOS DE CASA, TRABALHO, ETC. ISSO INVIABILIZA A ALEXA CALCULAR AS ROTAS.",3,1,2.2.436689.0,2021-11-28 08:10:02
BOM,3,0,2.2.375370.0,2021-11-27 18:55:09
NAO INTERPRETA BEM OS COMANDOS COMO O GOOGLE...,3,0,2.2.436689.0,2021-11-27 10:36:56
"NAO AH COMO MUDAR A FONTE PARA ACESSIBILIDADE. APLICATIVO LENTO NA MUDANCA DE ABAS, AS VEZES CONGELA. NAO APARECE O INTENS ADICIONADOS NA LISTA, AS VEZES SO DEPOIS DE HORAS.",3,1,2.2.436689.0,2021-11-26 15:22:02
"ESTAVA 5 ESTRELAS, MAS DEPOIS DA ULTIMA ATUALIZACAO QUE FIZ NA DATA DE ONTEM 25/11/2021, INFELIZMENTE A ALEXA ESTA INUTIL; NAO ATIVA FUNCAO ALGUMA. ADORO AS FUNCIONALIDADES DO APP E ESPERO QUE A AMAZON CORRIJA O QUANTO ANTES, POIS SEI QUE A EMPRESA TEM COMPETENCIA PARA ISSO.",3,11,2.2.436689.0,2021-11-26 08:15:20
DIVERSOS SKILLS APRESENTAM LIMITACAO.,3,0,2.2.436689.0,2021-11-26 00:58:51
"POR ENQUANTO, APRENDENDO. PODE SER QUE MUDE MAIS TARDE!",3,0,2.2.436689.0,2021-11-25 15:14:29
APP NAO ESTA TOTALMENTE EM PORTUGUES. E FRUSTRANTE. NECESSARIO CORRIGIREM ESTA FALHA.,3,0,2.2.436689.0,2021-11-24 21:27:26
N LIGA TELEVISAO E NEM USA OS RECURSOS DELA,3,0,2.2.436689.0,2021-11-24 04:39:30
CONTONUA LENTO NO MEU CELULAR,3,0,2.2.435306.0,2021-11-23 23:01:31
APP TRAVA DEMAIS E DEMORA NO TEMPO DE RESPOSTA,3,0,2.2.435306.0,2021-11-23 17:54:33
"COMO POSSO AVALIAR COM O BOM, SE A CADA TENTATIVA DE ATIVAR A ALEXA, O PROGRAMA ME EXIGE A SENHA CADASTRADA, POREM, MESMO COLOCANDO A SENHA CORRETA, ELA DA COMO SENHA INCORRETA E NAO ME ATENDE.",3,0,2.2.435306.0,2021-11-21 10:28:10
PRECISA DE MAIS OPCOES,3,0,2.2.435306.0,2021-11-21 09:20:47
BOM,3,0,2.2.435306.0,2021-11-20 09:03:34
"CONTROLA BEM TODAS AS FUNCOES. SO E MEIO LAGGY, MESMO PARA OCTACORES.",3,0,2.2.435306.0,2021-11-19 15:41:10
MEDIA,3,0,2.2.435197.0,2021-11-18 23:31:24
MUITO BOM,3,0,2.2.435197.0,2021-11-18 12:58:27
"APLICATIVO LENTO, MUITO LENTO... QUALQUER COISA QUE VOCE FACA COM ELE E CLICAR E ESPERAR UNS 10 SEGUNDOS. E NAO ESTOU FALANDO DE COMANDO DE VOZ NAO! E TUDO: ABRIR MENU, SELECIONAR ALGO... INCRIVEL COMO A AMAZON PECA DESSE JEITO.",3,7,2.2.435306.0,2021-11-17 22:46:21
FALTA O APP SER MAIS FACIL DE USAR,3,0,2.2.435197.0,2021-11-17 17:32:06
TEM QUE MELHORAR O APP TA MUITO PESADO NO MEU CELULAR,3,0,2.2.435306.0,2021-11-17 15:01:25
MUITO LENTO,3,0,2.2.435197.0,2021-11-16 22:02:00
"AS VEZES NAO RECONHECE, O GOOGLE TEM UMA EXPERIENCIA MELHOR.",3,0,2.2.435197.0,2021-11-16 18:28:55
O APP TRAVA E DEMORA A DAR RESPOSTA AO TOQUE,3,0,2.2.435197.0,2021-11-16 05:44:41
"ESTAVA GOSTANDO MUITO DO APP, MAS DE REPENTE EM VARIAS VEZES EU DOU UM COMANDO E ELA RECEBE, CAI NAS NOTIFICACOES NO TOPO DO DISPOSITIVO MAS NAO EXECUTA ACAO NENHUMA! COM OTIMO SINAL DE INTERNET! DISPOSITIVO NO MODO SOM NORMAL. MEU DISPOSITIVO E UM SAMSUNG A20 FE. ARRUMEM POR FAVOR!",3,2,2.2.435197.0,2021-11-15 22:10:56
APP DA MUITO PROBLEMA. MUITO DIFICULDADE EM MANDAR MUSICA PARA DESPOSITIVOS INSTALADOS EM CASA E A LEITURA DO LISVORS DO KINDLE FICAM VOLTANDO SEM CONTROLE SEM SEGUIR UMANSEGUENCIANDE LEITURA.,3,0,2.2.435197.0,2021-11-15 09:21:49
"NO CELULAR S8, ALEXA NAO RECONHECE O WIFI. ACREDITO QUE CELULAR SEJA INCOMPATIVEL, OUTROS CELULARES DEU CERTO",3,0,2.2.435197.0,2021-11-12 07:16:06
A ALEXA PRECISA MELHORAR.,3,0,2.2.435197.0,2021-11-11 22:47:15
"NAO CONECTA NENHUM DISPOSITIVO, NENHUM.",3,0,2.2.435197.0,2021-11-11 20:00:55
ULTIMAMENTE ANDA MUITO BUGADO JA FOI BOM,3,0,2.2.435197.0,2021-11-11 10:02:39
APLICATIVO MEDIANO,3,0,2.2.435197.0,2021-11-10 23:07:38
"A COMUNICACAO DO APP COM A ECHO E OS RECURSOS DE AUTOMACAO SAO MUITO BONS, POREM O APP E MUITO LENTO, PELO MENOS NO MEU SMARTPHONE, XIAOMI NOTE 7. OCTACORE 2.2 E 4GB RAM",3,1,2.2.435197.0,2021-11-10 20:06:41
FALTA A OPCAO PARA PROGRAMAR A EXIBICAO OU NAO DO DISPLAY DE LED (RELOGIO). A NOITE ELE ATRAPALHA. FICA MUITO CLARO.,3,4,2.2.432925.0,2021-11-10 18:14:00
BOA!,3,0,2.2.432925.0,2021-11-10 17:49:13
"FICOU MUITO BOM OS BOTOES DE FAVORITOS QUE CRIARAM, MAS PARA FICAREM REALMENTE PRATICOS DEVERIAM ESTAR DISPONIVEIS COM UM WIDGET E/OU NO CENTRO DE CONTROLE (ACIONADO AO PUXAR O LADO DIREITO PARA BAIXO)",3,15,2.2.435197.0,2021-11-10 15:39:06
"ESTOU GOSTANDO DA EXPERIENCIA MAS ACHO O APLICATIVO AINDA UM POUCO PESADO NO SENTIDO QUE DEMORA A ABRIR AS INFORMACOES, NAO CONSEGUE LOCALIZAR UMA CAMERA DA SMART LIFE. CAMERA DA TUYA.",3,0,2.2.435197.0,2021-11-09 22:24:04
NAO ESTOU CONSEGUINDO UTILIZAR PELO WI-FI AI FICA DIFICIL!!!!,3,0,2.2.435197.0,2021-11-09 16:50:54
SO ESTA FUNCIONANDO NAS REDES MOVEIS,3,0,2.2.432925.0,2021-11-09 13:00:42
"O APLICATIVO E BOM, MAS E MUITO LENTO. DEMORA MUITO PARA CARREGAR E TROCAR DE PAGINAS DENTRO DELE. =/",3,0,2.2.432925.0,2021-11-09 08:27:58
"TENHO NOTADO MUITA LENTIDAO NO APP, QUANDO ABRI OS DISPOSITIVOS E TENTO DIMINUIR O SOM DA ECHODOT OU ENTAO VOU VISUALIZAR AS SKILLS, ATE CARREGAR LEVA UMA ETERNIDADE.",3,2,2.2.432925.0,2021-11-08 23:36:18
"AS VEZES TRAVA, E NAO E MUITO INTUITIVO.",3,0,2.2.432925.0,2021-11-07 19:57:55
"O APLICATIVO E EXTREMAMENTE LENTO E TODAS AS FUNCOES, ELE TRANSFORMA UM PROCESSO SIMPLES COMO CRIAR UMA ROTINA OU SIMPLESMENTE FAZER UMA CHAMADA EM UM PROCESSO DEMORADO",3,2,2.2.432925.0,2021-11-07 12:01:56
"BOM DA PRA SER MAIS EFICIENTE QUANDO SE ESTAR NORMAL. MAS, NO MOMENTO ATUAL O APP ESTA TRAVANDO, NAO SAI DA TELA PRETA. ACERTEM, PARA MELHOR AVALIAR.",3,1,2.2.432925.0,2021-11-07 03:13:22
ESTA HAVENDO ALGUM PROBLEMA QUE O APLICATIVO NAO FUNCIONA PELA REDE WI-FI. EU PRECISO DESCONECTAR O WI-FI E ACESSAR PELO 4G PARA VER MINHAS LISTAS E ROTINAS.,3,1,2.2.432925.0,2021-11-06 20:46:40
"UMA PENA TER QUE TOCAR PARA FALAR, SERIA BOM SE APENAS COM O DISPOSITIVO ABERTO PODESSE FAZER CONTADO SEM TER QUE TER CONTATO",3,1,2.2.432925.0,2021-11-06 20:24:54
MUITO LENTO COMPARADO COM UM DEVICE DOT,3,0,2.2.432925.0,2021-11-06 12:44:01
DESDE A ATUALIZACAO DO APP NAO ESTOU CONSEGUINDO CONFIGURAR O ECHO.,3,1,2.2.432925.0,2021-11-05 22:56:12
NAO CONSIGO ENTRAR NO APP,3,1,2.2.432925.0,2021-11-05 19:55:26
PRECISA DE SUPORTE A SKILL DO YOUTUBE MUSIC,3,0,2.2.432925.0,2021-11-04 20:00:04
LENTIDAO NO APKICATIVO,3,1,2.2.433151.0,2021-11-04 12:59:30
"O APP ESTA PERFEITO, A UNICA COISA QUE EU NAO CURTI NEM UM POUCO E QUE DEMORA PRA CARREGAR MEUS DISPOSITIVOS, O APLICATIVO EM SI E UM POUCO MAL OTIMIZADO MAS A INTERFACE E PERFEITA!!!",3,2,2.2.433151.0,2021-11-03 23:08:03
O APP NAO FUNCIONA MAIS. SEMPRE QUE FACO LOGIN O APP REINICIA. ISSO ACONTECE EM TODOS OS CELULARES DA CASA.,3,4,2.2.432925.0,2021-11-03 22:44:20
NAO E TODA HORA Q FUCIONA,3,0,2.2.433151.0,2021-11-03 19:37:12
